year,month,PX1,YYYYMM
2021,6,5.928832116788321,202106
2021,7,5.758620689655173,202107
2021,8,6.081669691470054,202108
2021,9,5.940966010733453,202109
2021,10,6.231597845601437,202110
2021,11,6.75139146567718,202111
2021,12,6.260105448154658,202112
2022,1,6.216696269982238,202201
2022,2,6.132007233273056,202202
2022,3,7.666061705989111,202203
2022,4,7.881739130434783,202204
2022,5,7.2522045855379185,202205
2022,6,8.357512953367875,202206
2022,7,8.17013888888889,202207
2022,8,6.020689655172414,202208
2022,9,6.026178010471204,202209
2022,10,6.9877622377622375,202210
2022,11,6.846286701208981,202211
2022,12,6.411965811965812,202212
2023,1,5.574137931034483,202301
2023,2,5.513745704467354,202302
2023,3,5.308219178082192,202303
2023,4,5.993043478260869,202304
2023,5,5.827882960413081,202305
